[(209, 209, 0), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (209, 209, 0)]
[(245, 245, 44), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (-12, -12, -12), (255, 255, 110), (245, 245, 44)]
[(245, 245, 44), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (255, 255, 110), (245, 245, 44)]
[(209, 209, 0), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (245, 245, 44), (209, 209, 0)]
