[(67, 160, 71), (27, 94, 32), (46, 125, 50), (56, 142, 60), (27, 94, 32), (165, 214, 167)]
[(56, 142, 60), (46, 125, 50), (129, 199, 132), (27, 94, 32), (27, 94, 32), (67, 160, 71)]
[(27, 94, 32), (27, 94, 32), (102, 187, 106), (46, 125, 50), (67, 160, 71), (56, 142, 60)]
[(67, 160, 71), (56, 142, 60), (46, 125, 50), (27, 94, 32), (102, 187, 106), (129, 199, 132)]
[(102, 187, 106), (67, 160, 71), (129, 199, 132), (46, 125, 50), (67, 160, 71), (27, 94, 32)]
[(27, 94, 32), (27, 94, 32), (27, 94, 32), (129, 199, 132), (56, 142, 60), (67, 160, 71)]
[(67, 160, 71), (27, 94, 32), (46, 125, 50), (56, 142, 60), (27, 94, 32), (165, 214, 167)]
[(56, 142, 60), (46, 125, 50), (129, 199, 132), (27, 94, 32), (27, 94, 32), (67, 160, 71)]
[(27, 94, 32), (27, 94, 32), (102, 187, 106), (46, 125, 50), (67, 160, 71), (56, 142, 60)]
[(67, 160, 71), (56, 142, 60), (46, 125, 50), (27, 94, 32), (102, 187, 106), (129, 199, 132)]
[(102, 187, 106), (67, 160, 71), (129, 199, 132), (46, 125, 50), (67, 160, 71), (27, 94, 32)]
[(27, 94, 32), (27, 94, 32), (27, 94, 32), (129, 199, 132), (56, 142, 60), (67, 160, 71)]
[(54, 166, 59), (6, 87, 12), (29, 124, 34), (41, 144, 46), (6, 87, 12), (172, 231, 174)]
[(41, 144, 46), (29, 124, 34), (129, 213, 132), (6, 87, 12), (6, 87, 12), (54, 166, 59)]
[(6, 87, 12), (6, 87, 12), (96, 198, 101), (29, 124, 34), (54, 166, 59), (41, 144, 46)]
[(54, 166, 59), (41, 144, 46), (29, 124, 34), (6, 87, 12), (96, 198, 101), (129, 213, 132)]
[(96, 198, 101), (54, 166, 59), (129, 213, 132), (29, 124, 34), (54, 166, 59), (6, 87, 12)]
[(6, 87, 12), (6, 87, 12), (6, 87, 12), (129, 213, 132), (41, 144, 46), (54, 166, 59)]
[(54, 166, 59), (6, 87, 12), (29, 124, 34), (41, 144, 46), (6, 87, 12), (172, 231, 174)]
[(41, 144, 46), (29, 124, 34), (129, 213, 132), (6, 87, 12), (6, 87, 12), (54, 166, 59)]
[(6, 87, 12), (6, 87, 12), (96, 198, 101), (29, 124, 34), (54, 166, 59), (41, 144, 46)]
[(54, 166, 59), (41, 144, 46), (29, 124, 34), (6, 87, 12), (96, 198, 101), (129, 213, 132)]
[(96, 198, 101), (54, 166, 59), (129, 213, 132), (29, 124, 34), (54, 166, 59), (6, 87, 12)]
[(6, 87, 12), (6, 87, 12), (6, 87, 12), (129, 213, 132), (41, 144, 46), (54, 166, 59)]
[(54, 166, 59), (6, 87, 12), (29, 124, 34), (41, 144, 46), (6, 87, 12), (172, 231, 174)]
[(41, 144, 46), (29, 124, 34), (129, 213, 132), (6, 87, 12), (6, 87, 12), (54, 166, 59)]
[(6, 87, 12), (6, 87, 12), (96, 198, 101), (29, 124, 34), (54, 166, 59), (41, 144, 46)]
[(54, 166, 59), (41, 144, 46), (29, 124, 34), (6, 87, 12), (96, 198, 101), (129, 213, 132)]
[(96, 198, 101), (54, 166, 59), (129, 213, 132), (29, 124, 34), (54, 166, 59), (6, 87, 12)]
[(6, 87, 12), (6, 87, 12), (6, 87, 12), (129, 213, 132), (41, 144, 46), (54, 166, 59)]
