[(78, 52, 46), (62, 39, 35), (109, 76, 65), (93, 64, 55), (62, 39, 35), (78, 52, 46)]
[(93, 64, 55), (188, 170, 164), (161, 136, 127), (141, 110, 99), (78, 52, 46), (62, 39, 35)]
[(62, 39, 35), (93, 64, 55), (62, 39, 35), (78, 52, 46), (161, 136, 127), (93, 64, 55)]
[(141, 110, 99), (78, 52, 46), (93, 64, 55), (141, 110, 99), (93, 64, 55), (141, 110, 99)]
[(62, 39, 35), (93, 64, 55), (141, 110, 99), (78, 52, 46), (62, 39, 35), (161, 136, 127)]
[(109, 76, 65), (141, 110, 99), (93, 64, 55), (93, 64, 55), (188, 170, 164), (78, 52, 46)]
[(78, 52, 46), (62, 39, 35), (109, 76, 65), (93, 64, 55), (62, 39, 35), (78, 52, 46)]
[(93, 64, 55), (188, 170, 164), (161, 136, 127), (141, 110, 99), (78, 52, 46), (62, 39, 35)]
[(62, 39, 35), (93, 64, 55), (62, 39, 35), (78, 52, 46), (161, 136, 127), (93, 64, 55)]
[(141, 110, 99), (78, 52, 46), (93, 64, 55), (141, 110, 99), (93, 64, 55), (141, 110, 99)]
[(62, 39, 35), (93, 64, 55), (141, 110, 99), (78, 52, 46), (62, 39, 35), (161, 136, 127)]
[(109, 76, 65), (141, 110, 99), (93, 64, 55), (93, 64, 55), (188, 170, 164), (78, 52, 46)]
[(70, 40, 33), (52, 25, 21), (106, 68, 55), (87, 54, 44), (52, 25, 21), (70, 40, 33)]
[(87, 54, 44), (197, 176, 169), (166, 137, 126), (143, 107, 94), (70, 40, 33), (52, 25, 21)]
[(52, 25, 21), (87, 54, 44), (52, 25, 21), (70, 40, 33), (166, 137, 126), (87, 54, 44)]
[(143, 107, 94), (70, 40, 33), (87, 54, 44), (143, 107, 94), (87, 54, 44), (143, 107, 94)]
[(52, 25, 21), (87, 54, 44), (143, 107, 94), (70, 40, 33), (52, 25, 21), (166, 137, 126)]
[(106, 68, 55), (143, 107, 94), (87, 54, 44), (87, 54, 44), (197, 176, 169), (70, 40, 33)]
[(70, 40, 33), (52, 25, 21), (106, 68, 55), (87, 54, 44), (52, 25, 21), (70, 40, 33)]
[(87, 54, 44), (197, 176, 169), (166, 137, 126), (143, 107, 94), (70, 40, 33), (52, 25, 21)]
[(52, 25, 21), (87, 54, 44), (52, 25, 21), (70, 40, 33), (166, 137, 126), (87, 54, 44)]
[(143, 107, 94), (70, 40, 33), (87, 54, 44), (143, 107, 94), (87, 54, 44), (143, 107, 94)]
[(52, 25, 21), (87, 54, 44), (143, 107, 94), (70, 40, 33), (52, 25, 21), (166, 137, 126)]
[(106, 68, 55), (143, 107, 94), (87, 54, 44), (87, 54, 44), (197, 176, 169), (70, 40, 33)]
[(70, 40, 33), (52, 25, 21), (106, 68, 55), (87, 54, 44), (52, 25, 21), (70, 40, 33)]
[(87, 54, 44), (197, 176, 169), (166, 137, 126), (143, 107, 94), (70, 40, 33), (52, 25, 21)]
[(52, 25, 21), (87, 54, 44), (52, 25, 21), (70, 40, 33), (166, 137, 126), (87, 54, 44)]
[(143, 107, 94), (70, 40, 33), (87, 54, 44), (143, 107, 94), (87, 54, 44), (143, 107, 94)]
[(52, 25, 21), (87, 54, 44), (143, 107, 94), (70, 40, 33), (52, 25, 21), (166, 137, 126)]
[(106, 68, 55), (143, 107, 94), (87, 54, 44), (87, 54, 44), (197, 176, 169), (70, 40, 33)]
